"","RESPONDENT_YRSED","PARTNER_YRSED","PPINCIMP","PPWORK","QFLAG","PAPGLB_STATUS","PPMARIT","PPGENDER","Q4","Q5","Q23","PPETHM","Q6B","RESPONDENT_RACE","PARTNER_RACE","RELATIONSHIP_QUALITY","diff_in_education","diff_in_race","diff_in_income"
"160",14,16,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"162",16,17,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"163",13,13,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"164",12,12,"(05) $12,500 to $14,999","(6) not working - disabled","(1) partnered","(2) no","(6) living with partner","(1) male","(2) female",NA,"(3) partner earned more","(2) black, non-hispanic","(2) black or african american","(2) NH black","(2) NH black","(4) good",0,0,1
"165",12,12,"(10) $35,000 to $39,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"166",12,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-1,0,1
"167",12,12,"(11) $40,000 to $49,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"168",12,13,"(11) $40,000 to $49,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"169",13,17,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(4) good",-4,1,1
"171",17,17,"(06) $15,000 to $19,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"173",17,17,"(15) $85,000 to $99,999","(5) not working - retired","(1) partnered","(1) yes","(1) married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"175",14,16,"(11) $40,000 to $49,999","(6) not working - disabled","(1) partnered","(1) yes","(2) widowed","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",-2,0,1
"176",12,13,"(14) $75,000 to $84,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"177",12,12,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"178",12,14,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-2,0,1
"181",12,12,"(16) $100,000 to $124,999","(6) not working - disabled","(1) partnered","(1) yes","(5) never married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(3) fair",0,0,0
"183",12,20,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(4) hispanic","(1) white","(6) Hispanic","(1) NH white","(5) excellent",-8,1,1
"185",12,14,"(06) $15,000 to $19,999","(6) not working - disabled","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(3) partner earned more","(2) black, non-hispanic","(1) white","(2) NH black","(1) NH white","(4) good",-2,1,1
"187",12,16,"(12) $50,000 to $59,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,1
"188",13,12,"(05) $12,500 to $14,999","(6) not working - disabled","(1) partnered","(1) yes","(5) never married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(2) black or african american","(1) NH white","(2) NH black","(3) fair",1,1,1
"189",17,16,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",1,0,1
"190",13,14,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"191",16,16,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"192",13,13,"(11) $40,000 to $49,999","(7) not working - other","(1) partnered","(1) yes","(5) never married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(5) excellent",0,1,1
"193",16,17,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"194",12,12,"(07) $20,000 to $24,999","(2) working - self-employed","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"195",14,16,"(18) $150,000 to $174,999","(7) not working - other","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-2,0,1
"196",13,17,"(12) $50,000 to $59,999","(2) working - self-employed","(1) partnered","(3) i would prefer to not answer this question","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-4,0,0
"197",20,17,"(19) $175,000 or more","(1) working - as a paid employee","(1) partnered","(1) yes","(1) married","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",3,0,1
"199",11,10,"(06) $15,000 to $19,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(6) Hispanic","(5) excellent",1,1,1
"200",12,13,"(18) $150,000 to $174,999","(5) not working - retired","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"201",16,16,"(12) $50,000 to $59,999","(7) not working - other","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"202",13,14,"(09) $30,000 to $34,999","(5) not working - retired","(1) partnered","(3) i would prefer to not answer this question","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"203",13,16,"(16) $100,000 to $124,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-3,0,1
"205",12,12,"(16) $100,000 to $124,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
"207",11,11,"(05) $12,500 to $14,999","(4) not working - looking for work","(1) partnered","(2) no","(5) never married","(1) male","(2) female",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"208",13,13,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(3) i would prefer to not answer this question","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(1) i earned more","(3) other, non-hispanic","(5) other (please specify)","(5) NH Other","(6) Hispanic","(5) excellent",0,1,1
"211",17,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(1) married","(1) male","(2) female","(2) no, we are an opposite-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4,0,1
"214",16,12,"(12) $50,000 to $59,999","(1) working - as a paid employee","(1) partnered","(2) no","(5) never married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,0
"215",12,13,"(12) $50,000 to $59,999","(2) working - self-employed","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",-1,0,1
"216",16,12,"(12) $50,000 to $59,999","(5) not working - retired","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,0
"217",12,13,"(05) $12,500 to $14,999","(6) not working - disabled","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,1
"218",17,16,"(14) $75,000 to $84,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(1) male","(1) male","(1) yes, we are a same-sex couple","(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"220",17,16,"(18) $150,000 to $174,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"222",16,17,"(16) $100,000 to $124,999","(1) working - as a paid employee","(1) partnered","(3) i would prefer to not answer this question","(6) living with partner","(2) female","(2) female","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",-1,0,0
"223",20,12,"(13) $60,000 to $74,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",8,0,1
"225",17,17,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(1) yes","(3) divorced","(2) female","(2) female","(1) yes, we are a same-sex couple","(3) partner earned more","(4) hispanic","(2) black or african american","(6) Hispanic","(2) NH black","(4) good",0,1,1
"226",13,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(6) living with partner","(2) female","(1) male",NA,"(3) partner earned more","(5) 2+ races, non-hispanic","(1) white","(3) NH Amer Indian","(1) NH white","(5) excellent",0,1,1
"227",13,12,"(16) $100,000 to $124,999","(4) not working - looking for work","(1) partnered","(1) yes","(5) never married","(2) female","(1) male","(2) no, we are an opposite-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",1,0,1
"229",17,17,"(17) $125,000 to $149,999","(5) not working - retired","(1) partnered","(3) i would prefer to not answer this question","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(2) we earned about the same amount","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,0
"230",12,10,"(03) $7,500 to $9,999","(5) not working - retired","(1) partnered","(2) no","(2) widowed","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",2,0,1
"231",17,13,"(13) $60,000 to $74,999","(1) working - as a paid employee","(1) partnered","(1) yes","(5) never married","(1) male","(1) male","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",4,0,1
"232",17,13,"(15) $85,000 to $99,999","(1) working - as a paid employee","(1) partnered","(2) no","(1) married","(1) male","(2) female",NA,"(1) i earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",4,0,1
"233",7.5,2.5,"(06) $15,000 to $19,999","(4) not working - looking for work","(1) partnered","(2) no","(1) married","(2) female","(1) male",NA,"(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",5,0,1
"234",13,13,"(14) $75,000 to $84,999","(6) not working - disabled","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(4) good",0,0,1
"237",16,16,"(19) $175,000 or more","(2) working - self-employed","(1) partnered","(1) yes","(6) living with partner","(1) male","(1) male","(1) yes, we are a same-sex couple","(3) partner earned more","(1) white, non-hispanic","(1) white","(1) NH white","(1) NH white","(5) excellent",0,0,1
